datetime,Unnamed: 0,Volcano_Number,Eruption_Number,Activity_Type,ExplosivityIndexMax,StartEvidenceMethod,StartDateYear,StartDateMonth,StartDateDay,EndDateYear,EndDateMonth,EndDateDay,StartDate,EndDate,EruptedVolume,DurationDays,DailyEruptedVolume,timeymd
19650309,411,300250,19348,Confirmed Eruption,3,Observations: Reported,1965,3,9,1970,3,16,1965-03-09,1970-03-16,50000000,1834,27262.813522355507,19650309
19700116,374,300240,19320,Confirmed Eruption,1,Observations: Reported,1970,1,16,1970,4,16,1970-01-16,1970-04-16,100000,91,1098.901098901099,19700116
19700216,476,290120,18773,Confirmed Eruption,3,Observations: Reported,1970,2,16,1970,3,16,1970-02-16,1970-03-16,50000000,29,1724137.9310344828,19700216
19700511,1229,300130,19184,Confirmed Eruption,3,Observations: Reported,1970,5,11,1982,10,11,1970-05-11,1982-10-11,50000000,4537,11020.498126515318,19700511
19700526,269,300260,19456,Confirmed Eruption,2,Observations: Reported,1970,5,26,1970,12,27,1970-05-26,1970-12-27,5000000,216,23148.14814814815,19700526
19700702,885,290070,18751,Confirmed Eruption,1,Observations: Reported,1970,7,2,1970,7,2,1970-07-02,1970-07-02,100000,1,100000.0,19700702
19700916,375,300240,19321,Confirmed Eruption,2,Observations: Reported,1970,9,16,1970,12,1,1970-09-16,1970-12-01,5000000,77,64935.06493506493,19700916
19700918,617,283230,18053,Confirmed Eruption,2,Observations: Reported,1970,9,18,1971,1,26,1970-09-18,1971-01-26,5000000,131,38167.93893129771,19700918
19710316,412,300250,19349,Confirmed Eruption,3,Observations: Reported,1971,3,16,1974,12,16,1971-03-16,1974-12-16,50000000,1372,36443.14868804665,19710316
19710616,270,300260,19457,Confirmed Eruption,1,Observations: Reported,1971,6,16,1971,7,16,1971-06-16,1971-07-16,100000,31,3225.8064516129034,19710616
19710702,730,290380,18873,Uncertain Eruption,1,unknown,1971,7,2,1971,7,2,1971-07-02,1971-07-02,100000,1,100000.0,19710702
19711116,271,300260,19458,Confirmed Eruption,1,Observations: Reported,1971,11,16,1973,12,16,1971-11-16,1973-12-16,100000,762,131.23359580052494,19711116
19720316,745,300040,18920,Uncertain Eruption,1,unknown,1972,3,16,1972,3,16,1972-03-16,1972-03-16,100000,1,100000.0,19720316
19720618,741,290390,18885,Confirmed Eruption,3,Observations: Reported,1972,6,18,1972,9,11,1972-06-18,1972-09-11,50000000,86,581395.3488372093,19720618
