Date,StartingEruptions_count,ActiveEruptions,ExplosivityIndexMax_max,DailyEruptedVolume_sum
1970-12-31,6.0,3.7041095890410958,2.0,80289.56988894922
1971-12-31,2.0,3.0054794520547947,1.0,200000.0
1972-12-31,1.0,2.7131147540983607,2.0,5000000.0
1973-12-31,6.0,4.3342465753424655,2.0,478695.7387360877
1974-12-31,4.0,3.9835616438356163,2.0,5116269.571136828
1975-12-31,2.0,3.5397260273972604,2.0,5001111.111111111
1976-12-31,4.0,2.1666666666666665,2.0,5311111.111111111
1977-12-31,3.0,2.841095890410959,2.0,232093.20734180973
1978-12-31,5.0,3.4027397260273973,2.0,1743420.254699818
1979-12-31,4.0,2.76986301369863,3.0,326115.33606551145
1980-12-31,4.0,3.2568306010928962,2.0,10200000.0
1981-12-31,3.0,2.6876712328767125,4.0,3076882.814771736
1982-12-31,5.0,3.241095890410959,2.0,5156801.619433198
1983-12-31,6.0,3.6904109589041094,3.0,31051746.409756802
1984-12-31,4.0,3.2240437158469946,3.0,6791205.754111306
1985-12-31,3.0,2.2849315068493152,2.0,59387.22613458529
1986-12-31,3.0,2.495890410958904,3.0,1606951.8716577538
1987-12-31,4.0,1.8493150684931507,2.0,269545.78226387885
1988-12-31,7.0,2.8579234972677594,2.0,593667.5075423594
1989-12-31,5.0,2.9095890410958902,2.0,319896.449704142
1990-12-31,4.0,2.841095890410959,2.0,10002255.451973591
1991-12-31,3.0,3.6191780821917807,6.0,329676033.89518285
1992-12-31,6.0,4.453551912568306,2.0,5213283.435036868
1993-12-31,5.0,5.638356164383562,2.0,602409.1869889023
1994-12-31,3.0,3.767123287671233,2.0,188230.3275920297
1995-12-31,3.0,3.350684931506849,1.0,107269.07630522088
1996-12-31,5.0,2.0136612021857925,2.0,5261860.56550831
1997-12-31,2.0,1.4136986301369863,1.0,102325.58139534884
1998-12-31,2.0,1.6904109589041096,2.0,110438.4133611691
1999-12-31,4.0,2.33972602739726,3.0,292034.3137254902
2000-12-31,6.0,2.0163934426229506,3.0,5759109.316102689
2001-12-31,3.0,4.605479452054794,3.0,245092.73128455278
2002-12-31,4.0,3.1123287671232878,2.0,830182.4212271973
2003-12-31,6.0,3.5945205479452054,3.0,908680.2077484278
2004-12-31,8.0,3.6311475409836067,3.0,315155.9060126101
2005-12-31,4.0,3.504109589041096,2.0,49825.01675228948
2006-12-31,9.0,3.1671232876712327,2.0,463301.4632700167
2007-12-31,1.0,2.8547945205479452,2.0,19455.252918287937
2008-12-31,6.0,2.633879781420765,1.0,520000.0
2009-12-31,5.0,2.5835616438356164,2.0,5294891.167476165
2010-12-31,7.0,3.186301369863014,3.0,16797592.001242872
2011-12-31,3.0,3.4328767123287673,3.0,257242.18310425206
2012-12-31,3.0,2.5,2.0,5001419.827413205
2013-12-31,4.0,2.4,2.0,10106868.131868131
2014-12-31,5.0,3.5616438356164384,3.0,3096925.9961141264
2015-12-31,6.0,4.279452054794521,3.0,2519201.631701632
2016-12-31,4.0,3.1038251366120218,3.0,6425981.893223273
2017-12-31,5.0,2.1315068493150684,2.0,5857037.9801993
2018-12-31,6.0,3.5397260273972604,3.0,1023988.8853157635
2019-12-31,4.0,3.7150684931506848,2.0,5275214.669562702
