,Volcano_Number,Eruption_Number,Activity_Type,ExplosivityIndexMax,StartEvidenceMethod,StartDateYear,StartDateMonth,StartDateDay,EndDateYear,EndDateMonth,EndDateDay,StartDate,EndDate
1023,344100,22108,Confirmed Eruption,1,Observations: Reported,2015,10,3,2024,12,18,2015-10-03,2024-12-18
1024,344100,22143,Confirmed Eruption,1,Observations: Reported,2012,4,30,2012,6,8,2012-04-30,2012-06-08
1025,344100,11036,Confirmed Eruption,1,Observations: Reported,1999,11,22,2000,3,2,1999-11-22,2000-03-02
1026,344100,11037,Confirmed Eruption,1,Observations: Reported,2001,4,23,2001,4,25,2001-04-23,2001-04-25
1027,344100,11038,Confirmed Eruption,1,Observations: Reported,2003,9,22,2003,12,12,2003-09-22,2003-12-12
1028,344100,11039,Uncertain Eruption,1,unknown,2004,7,4,2004,7,4,2004-07-04,2004-07-04
1029,344100,11040,Confirmed Eruption,1,Observations: Reported,2005,3,4,2005,3,30,2005-03-04,2005-03-30
1030,344100,11041,Confirmed Eruption,1,Observations: Reported,2006,8,4,2006,10,25,2006-08-04,2006-10-25
1031,344100,11030,Confirmed Eruption,1,Observations: Reported,1987,2,15,1987,2,22,1987-02-15,1987-02-22
1032,344100,11031,Confirmed Eruption,1,Observations: Reported,1989,2,20,1989,11,16,1989-02-20,1989-11-16
1033,344100,11032,Confirmed Eruption,1,Observations: Reported,1993,6,16,1994,11,16,1993-06-16,1994-11-16
1034,344100,11033,Confirmed Eruption,1,Observations: Reported,1996,12,5,1996,12,5,1996-12-05,1996-12-05
1035,344100,11034,Confirmed Eruption,1,Observations: Reported,1997,6,3,1997,11,17,1997-06-03,1997-11-17
1036,344100,11035,Confirmed Eruption,1,Observations: Reported,1998,9,14,1998,9,14,1998-09-14,1998-09-14
1037,344100,11029,Confirmed Eruption,1,Observations: Reported,1965,10,10,1985,4,16,1965-10-10,1985-04-16
1038,344120,11075,Confirmed Eruption,1,Observations: Reported,2007,2,9,2007,7,10,2007-02-09,2007-07-10
1039,344120,11076,Confirmed Eruption,2,Observations: Reported,2007,11,24,2007,12,20,2007-11-24,2007-12-20
1040,344120,11077,Confirmed Eruption,1,Observations: Reported,2008,7,30,2008,7,30,2008-07-30,2008-07-30
1041,344120,11080,Confirmed Eruption,1,Observations: Reported,2009,12,11,2011,3,12,2009-12-11,2011-03-12
1042,344120,11069,Confirmed Eruption,2,Observations: Reported,1984,12,16,1985,1,2,1984-12-16,1985-01-02
1043,344120,11070,Confirmed Eruption,1,Observations: Reported,1985,12,2,1986,4,20,1985-12-02,1986-04-20
1044,344120,11071,Confirmed Eruption,2,Observations: Reported,1988,6,16,1988,6,16,1988-06-16,1988-06-16
