datetime,Unnamed: 0,Volcano_Number,Eruption_Number,Activity_Type,ExplosivityIndexMax,StartEvidenceMethod,StartDateYear,StartDateMonth,StartDateDay,EndDateYear,EndDateMonth,EndDateDay,StartDate,EndDate,EruptedVolume,DurationDays,DailyEruptedVolume,timeymd
19340808,444,352090,11648,Confirmed Eruption,3,Observations: Reported,1934,8,8,2011,3,2,1934-08-08,2011-03-02,50000000,27966,1787.8852892798398,19340808
19630702,1243,341040,10467,Confirmed Eruption,1,Observations: Reported,1963,7,2,1970,7,2,1963-07-02,1970-07-02,100000,2558,39.09304143862393,19630702
19650704,810,342110,10761,Confirmed Eruption,3,Observations: Reported,1965,7,4,1989,3,10,1965-07-04,1989-03-10,50000000,8651,5779.678649867067,19650704
19651010,1037,344100,11029,Confirmed Eruption,1,Observations: Reported,1965,10,10,1985,4,16,1965-10-10,1985-04-16,100000,7129,14.027212792818068,19651010
19680729,198,345033,11134,Confirmed Eruption,3,Observations: Reported,1968,7,29,2010,12,16,1968-07-29,2010-12-16,50000000,15481,3229.765519023319,19680729
19690211,541,344040,10927,Confirmed Eruption,2,Observations: Reported,1969,2,11,1971,12,16,1969-02-11,1971-12-16,5000000,1039,4812.319538017325,19690211
19700330,493,343100,10861,Confirmed Eruption,1,Observations: Reported,1970,3,30,1970,4,5,1970-03-30,1970-04-05,100000,7,14285.714285714286,19700330
19700716,218,345040,11172,Confirmed Eruption,1,Observations: Reported,1970,7,16,1970,7,16,1970-07-16,1970-07-16,100000,1,100000.0,19700716
19700814,1063,345020,11098,Confirmed Eruption,1,Observations: Reported,1970,8,14,1970,8,15,1970-08-14,1970-08-15,100000,2,50000.0,19700814
19710203,1017,344070,10964,Confirmed Eruption,3,Observations: Reported,1971,2,3,1971,2,14,1971-02-03,1971-02-14,50000000,12,4166666.6666666665,19710203
19710503,495,344020,10880,Confirmed Eruption,1,Observations: Reported,1971,5,3,1971,7,5,1971-05-03,1971-07-05,100000,64,1562.5,19710503
19710914,177,342090,10725,Confirmed Eruption,3,Observations: Reported,1971,9,14,1971,9,15,1971-09-14,1971-09-15,50000000,2,25000000.0,19710914
19720209,219,345040,11173,Confirmed Eruption,2,Observations: Reported,1972,2,9,1973,9,8,1972-02-09,1973-09-08,5000000,578,8650.519031141868,19720209
19720716,768,352010,11443,Confirmed Eruption,2,Observations: Reported,1972,7,16,1972,9,16,1972-07-16,1972-09-16,5000000,63,79365.07936507936,19720716
19721112,169,342080,10655,Confirmed Eruption,1,Observations: Reported,1972,11,12,1972,12,16,1972-11-12,1972-12-16,100000,35,2857.1428571428573,19721112
19730130,1244,341040,10468,Uncertain Eruption,1,unknown,1973,1,30,1973,1,30,1973-01-30,1973-01-30,100000,1,100000.0,19730130
19730223,178,342090,10726,Confirmed Eruption,2,Observations: Reported,1973,2,23,1973,3,23,1973-02-23,1973-03-23,5000000,29,172413.7931034483,19730223
19730516,662,351080,11370,Uncertain Eruption,2,unknown,1973,5,16,1973,5,16,1973-05-16,1973-05-16,5000000,1,5000000.0,19730516
19731116,769,352010,11444,Confirmed Eruption,3,Observations: Reported,1973,11,16,1974,7,16,1973-11-16,1974-07-16,50000000,243,205761.316872428,19731116
19731224,1048,344120,11064,Confirmed Eruption,2,Observations: Reported,1973,12,24,1974,1,12,1973-12-24,1974-01-12,5000000,20,250000.0,19731224
19740702,663,351080,11371,Confirmed Eruption,1,Observations: Reported,1974,7,2,1983,7,2,1974-07-02,1983-07-02,100000,3288,30.413625304136254,19740702
19740911,220,345040,11174,Confirmed Eruption,2,Observations: Reported,1974,9,11,1975,2,16,1974-09-11,1975-02-16,5000000,159,31446.540880503144,19740911
19741010,171,342090,10727,Confirmed Eruption,4,Observations: Reported,1974,10,10,1974,12,4,1974-10-10,1974-12-04,500000000,56,8928571.42857143,19741010
19750528,172,342090,10728,Confirmed Eruption,1,Observations: Reported,1975,5,28,1975,10,21,1975-05-28,1975-10-21,100000,147,680.2721088435375,19750528
19751211,1245,341040,10469,Confirmed Eruption,2,Observations: Reported,1975,12,11,1976,6,20,1975-12-11,1976-06-20,5000000,193,25906.73575129534,19751211
19760104,770,352010,11445,Confirmed Eruption,2,Observations: Reported,1976,1,4,1976,5,16,1976-01-04,1976-05-16,5000000,134,37313.432835820895,19760104
19760309,519,344020,10881,Confirmed Eruption,1,Observations: Reported,1976,3,9,1976,3,16,1976-03-09,1976-03-16,100000,8,12500.0,19760309
19760621,221,345040,11175,Confirmed Eruption,2,Observations: Reported,1976,6,21,1976,11,16,1976-06-21,1976-11-16,5000000,149,33557.04697986577,19760621
19760829,520,344020,10882,Confirmed Eruption,1,Observations: Reported,1976,8,29,1976,8,29,1976-08-29,1976-08-29,100000,1,100000.0,19760829
19761103,542,344040,10929,Confirmed Eruption,1,Observations: Reported,1976,11,3,1978,1,16,1976-11-03,1978-01-16,100000,440,227.27272727272728,19761103
19761202,494,343100,10862,Confirmed Eruption,1,Observations: Reported,1976,12,2,1977,3,1,1976-12-02,1977-03-01,100000,90,1111.111111111111,19761202
19770303,173,342090,10729,Confirmed Eruption,1,Observations: Reported,1977,3,3,1977,4,19,1977-03-03,1977-04-19,100000,48,2083.3333333333335,19770303
19770303,224,345060,11231,Confirmed Eruption,1,Observations: Reported,1977,3,3,1977,3,3,1977-03-03,1977-03-03,100000,1,100000.0,19770303
19770319,654,351060,11339,Confirmed Eruption,2,Observations: Reported,1977,3,19,1977,3,28,1977-03-19,1977-03-28,5000000,10,500000.0,19770319
19770404,1049,344120,11065,Confirmed Eruption,2,Observations: Reported,1977,4,4,1977,5,3,1977-04-04,1977-05-03,5000000,30,166666.66666666666,19770404
19770516,222,345040,11176,Confirmed Eruption,1,Observations: Reported,1977,5,16,1977,7,16,1977-05-16,1977-07-16,100000,62,1612.9032258064517,19770516
19770911,174,342090,10730,Confirmed Eruption,2,Observations: Reported,1977,9,11,1979,8,8,1977-09-11,1979-08-08,5000000,697,7173.601147776184,19770911
19771016,521,344020,10883,Confirmed Eruption,2,Observations: Reported,1977,10,16,1977,10,16,1977-10-16,1977-10-16,5000000,1,5000000.0,19771016
19771216,1247,341040,10460,Confirmed Eruption,1,Observations: Reported,1977,12,16,1982,6,16,1977-12-16,1982-06-16,100000,1644,60.82725060827251,19771216
19771218,212,345040,11177,Confirmed Eruption,2,Observations: Reported,1977,12,18,1978,6,15,1977-12-18,1978-06-15,5000000,180,27777.777777777777,19771218
19780330,1050,344120,11066,Confirmed Eruption,2,Observations: Reported,1978,3,30,1978,5,16,1978-03-30,1978-05-16,5000000,48,104166.66666666667,19780330
19780922,213,345040,11178,Confirmed Eruption,1,Observations: Reported,1978,9,22,1978,12,16,1978-09-22,1978-12-16,100000,86,1162.7906976744187,19780922
19790908,214,345040,11179,Confirmed Eruption,1,Observations: Reported,1979,9,8,1980,1,16,1979-09-08,1980-01-16,100000,131,763.3587786259542,19790908
19800912,215,345040,11180,Confirmed Eruption,1,Observations: Reported,1980,9,12,1980,9,12,1980-09-12,1980-09-12,100000,1,100000.0,19800912
