Date,StartingEruptions_count,ActiveEruptions,ExplosivityIndexMax_max,DailyEruptedVolume_sum
1970-12-31,4.0,2.4493150684931506,3.0,1842517.0780514716
1971-12-31,5.0,3.5863013698630137,2.0,7579149.999815718
1972-12-31,3.0,1.9508196721311475,3.0,507099.2322826454
1973-12-31,5.0,3.5534246575342467,3.0,419838.03617936856
1974-12-31,6.0,5.35068493150685,3.0,183765.1368651457
1975-12-31,2.0,4.789041095890411,2.0,145454.54545454547
1976-12-31,5.0,4.284153005464481,2.0,5202742.034313725
1977-12-31,5.0,3.1726027397260275,2.0,5780917.874396136
1978-12-31,3.0,3.219178082191781,3.0,6449728.260869565
1979-12-31,4.0,4.328767123287672,2.0,349179.697148177
1980-12-31,6.0,3.8825136612021858,3.0,26026735.923916705
1981-12-31,2.0,3.767123287671233,2.0,122421.52466367713
1982-12-31,3.0,3.164383561643836,2.0,7587719.298245614
1983-12-31,2.0,3.1561643835616437,2.0,5000775.19379845
1984-12-31,4.0,4.33879781420765,2.0,29876.229503307506
1985-12-31,2.0,4.602739726027397,3.0,8334552.8455284545
1986-12-31,2.0,3.4164383561643836,2.0,719548.8721804512
1987-12-31,0.0,3.0,,0.0
1988-12-31,1.0,3.530054644808743,3.0,257731.95876288658
1989-12-31,3.0,5.005479452054795,2.0,35318.05810494335
1990-12-31,1.0,3.421917808219178,2.0,16447.36842105263
1991-12-31,1.0,3.9123287671232876,2.0,36764.705882352944
1992-12-31,0.0,3.0,,0.0
1993-12-31,2.0,3.117808219178082,2.0,254347.8260869565
1994-12-31,3.0,3.4493150684931506,4.0,2482647.296206618
1995-12-31,3.0,2.893150684931507,2.0,2602370.791844476
1996-12-31,2.0,3.557377049180328,1.0,20029.85965959988
1997-12-31,1.0,4.005479452054795,1.0,50000.0
1998-12-31,1.0,4.463013698630137,3.0,76923.07692307692
1999-12-31,5.0,5.238356164383561,1.0,301184.10381184105
2000-12-31,4.0,5.890710382513661,4.0,16786497.574202858
2001-12-31,4.0,4.394520547945206,3.0,10046296.296296297
2002-12-31,10.0,4.8273972602739725,3.0,10992653.873572035
2003-12-31,4.0,4.8493150684931505,3.0,5598264.20890937
2004-12-31,8.0,2.710382513661202,4.0,8469996.742478086
2005-12-31,7.0,5.16986301369863,2.0,376406.51956079644
2006-12-31,6.0,5.756164383561644,4.0,536193.6962839054
2007-12-31,6.0,5.991780821917808,2.0,5461666.666666666
2008-12-31,5.0,4.560109289617486,2.0,5095541.033041033
2009-12-31,2.0,4.504109589041096,2.0,51264.524948735474
2010-12-31,4.0,3.6904109589041094,3.0,137806.9847375826
2011-12-31,3.0,3.9452054794520546,2.0,43365.71973433287
2012-12-31,5.0,3.3743169398907105,3.0,50098206.34920635
2013-12-31,3.0,4.49041095890411,3.0,1099545.731808201
2014-12-31,4.0,2.9123287671232876,4.0,1212672.5797004434
2015-12-31,1.0,3.1945205479452055,2.0,1498.8009592326139
2016-12-31,1.0,4.10655737704918,1.0,2564.102564102564
2017-12-31,3.0,4.736986301369863,3.0,8453065.883887801
2018-12-31,5.0,5.583561643835616,4.0,539059.4739066125
2019-12-31,1.0,5.279452054794521,4.0,4901960.784313725
