timeymd,count,mag_max,energy_sum,energy_max,tsunami_sum,felt_mean,cdi_mean,nst_mean,mmi_mean
1970-12-31,91.0,7.44,2.5192404448604572e+16,9120108393559116.0,0.0,,,536.40990990991,5.266739837398374
1971-12-31,94.0,7.12,8518633505415675.0,3019951720402019.0,0.0,,,511.3607594936709,4.973945945945946
1972-12-31,126.0,8.0,1.280218578448015e+17,6.309573444801891e+16,0.0,,,533.3555900621118,5.187488372093023
1973-12-31,265.0,7.0,5956815620597040.0,1995262314968874.8,0.0,,,435.2010130718954,4.8197
1974-12-31,251.0,6.5,4174671473602757.0,354813389233574.56,0.0,,,437.5877777777778,4.82392
1975-12-31,349.0,7.2,9415477316597448.0,3981071705534985.5,0.0,,,435.19207792207794,4.9972321428571425
1976-12-31,359.0,7.9,5.092157908799998e+16,4.466835921509653e+16,0.0,,,430.9893725490196,4.847603535353535
1977-12-31,349.0,7.0,7448491145416968.0,1995262314968874.8,0.0,,,430.864832793959,4.770607142857143
1978-12-31,363.0,7.7,4.09012167175928e+16,2.2387211385683468e+16,0.0,,,433.76912972085387,4.991188034188034
1979-12-31,279.0,7.9,5.142634534696264e+16,4.466835921509653e+16,0.0,,,433.252304964539,4.708827586206897
1980-12-31,305.0,6.8,4021456338563220.5,1000000000000000.0,0.0,,,424.1649345012626,4.56735632183908
1981-12-31,256.0,6.9,4957261213214709.0,1412537544622761.2,0.0,,,431.0863764044944,4.829555555555555
1982-12-31,290.0,7.1,1.3808152860386906e+16,2818382931264460.5,0.0,,,428.14712773998485,5.019571428571429
1983-12-31,447.0,7.4,2.4502001257599696e+16,7943282347242854.0,0.0,,,434.3943819563224,5.03968768115942
1984-12-31,352.0,7.5,4.6357705456000296e+16,1.122018454301956e+16,0.0,,,433.8216133942161,5.003871428571429
1985-12-31,436.0,7.1,1.4710425303643464e+16,2818382931264460.5,0.0,,,428.85741813241816,4.811532894736842
1986-12-31,403.0,7.5,2.7709464732905496e+16,1.122018454301956e+16,0.0,,,435.007421970718,4.8528
1987-12-31,314.0,7.1,1.8544646681594704e+16,2818382931264460.5,0.0,,,446.3099838969404,5.0563529411764705
1988-12-31,293.0,7.3,1.3756242101494824e+16,5623413251903491.0,0.0,,,436.92252747252746,4.924972222222222
1989-12-31,409.0,7.6,3.741839138876976e+16,1.5848931924611238e+16,0.0,,,433.8946733084414,4.776069105691057
1990-12-31,432.0,7.8,6.923831536957339e+16,3.162277660168379e+16,0.0,,,432.65429723533646,5.111398639455782
1991-12-31,358.0,7.5,2.4916631605242436e+16,1.122018454301956e+16,0.0,,,428.30216049382716,5.295632478632478
1992-12-31,391.0,7.8,5.535658301722444e+16,3.162277660168379e+16,0.0,,,438.49872523289355,4.977220833333333
1993-12-31,381.0,7.7,3.6021038612232668e+16,2.2387211385683468e+16,0.0,,,431.02381034881034,5.030708333333333
1994-12-31,315.0,7.8,4.9589773727250456e+16,3.162277660168379e+16,0.0,,,439.7445335276968,4.964817073170732
1995-12-31,357.0,7.2,3.249927192959272e+16,3981071705534985.5,0.0,,,447.9780043859649,5.304860519480519
1996-12-31,366.0,7.9,1.0646092879399094e+17,4.466835921509653e+16,0.0,,,453.26830981518475,4.950067816091954
1997-12-31,224.0,7.0,7014294655998658.0,1995262314968874.8,0.0,,,443.3507157464213,5.063816666666667
1998-12-31,213.0,7.7,4.532530137530731e+16,2.2387211385683468e+16,0.0,,,449.43156732891833,5.089096774193548
1999-12-31,251.0,7.7,3.5498099476633696e+16,2.2387211385683468e+16,0.0,,,446.68284313725485,5.021144144144144
2000-12-31,326.0,7.6,3.2007088060370316e+16,1.5848931924611238e+16,0.0,,,453.46668201350525,5.209081632653061
2001-12-31,261.0,7.5,3.2969604911100372e+16,1.122018454301956e+16,0.0,,,443.63503334272565,5.272678571428571
2002-12-31,255.0,7.6,3.5064892143017984e+16,1.5848931924611238e+16,0.0,,,443.9885031548851,5.1138410364145654
2003-12-31,278.0,8.16,1.3163147158679322e+17,1.0964781961431829e+17,0.0,,,450.917873015873,4.989001257861635
2004-12-31,293.0,7.5,3.995250004404439e+16,1.122018454301956e+16,0.0,28.333333333333332,4.533333333333333,440.7112342638204,5.515451388888889
2005-12-31,224.0,7.2,1.716801195519822e+16,3981071705534985.5,0.0,68.32894736842105,4.417105263157895,456.0202380952381,5.118588235294118
2006-12-31,252.0,7.6,2.5199640198053296e+16,1.5848931924611238e+16,0.0,33.97979797979798,4.196969696969697,442.3601307189543,5.476046666666666
2007-12-31,340.0,7.5,2.07857967617357e+16,1.122018454301956e+16,0.0,33.67013888888889,3.9121527777777776,437.01473063973066,5.072111111111111
2008-12-31,306.0,7.4,2.1458386486206812e+16,7943282347242854.0,0.0,37.19230769230769,4.06474358974359,443.58380429094717,5.184735042735043
2009-12-31,415.0,7.7,4.9481536100409864e+16,2.2387211385683468e+16,0.0,56.81147540983606,4.217213114754099,447.5719560308972,5.160099358974359
2010-12-31,277.0,7.6,4.396588316804303e+16,1.5848931924611238e+16,0.0,45.5625,4.3005555555555555,446.4684838234018,4.998327586206897
2011-12-31,986.0,9.1,2.9208477248349373e+18,2.818382931264472e+18,0.0,51.30338753387534,4.20420054200542,443.09166996632086,5.033191730025344
2012-12-31,375.0,7.6,3.327320407424264e+16,1.5848931924611238e+16,0.0,58.34384057971015,4.298677536231884,443.5766879319511,5.078986111111111
2013-12-31,251.0,7.1,1.0493134148069026e+16,2818382931264460.5,4.0,41.02450980392157,4.514705882352941,441.6106707317073,4.6120833333333335
