,Volcano_Number,Eruption_Number,Activity_Type,ExplosivityIndexMax,StartEvidenceMethod,StartDateYear,StartDateMonth,StartDateDay,EndDateYear,EndDateMonth,EndDateDay,StartDate,EndDate
1095,266100,20794,Confirmed Eruption,2,Observations: Reported,2012,9,15,2013,9,10,2012-09-15,2013-09-10
1096,266100,21071,Confirmed Eruption,1,Observations: Reported,2015,5,20,2015,5,27,2015-05-20,2015-05-27
1097,266100,21093,Confirmed Eruption,2,Observations: Reported,2015,8,30,2015,9,28,2015-08-30,2015-09-28
1098,266100,16459,Confirmed Eruption,3,Observations: Reported,1991,5,17,1992,1,16,1991-05-17,1992-01-16
1099,266100,16460,Confirmed Eruption,2,Observations: Reported,2000,5,10,2001,8,18,2000-05-10,2001-08-18
1100,266100,16461,Confirmed Eruption,2,Observations: Reported,2002,2,9,2002,5,16,2002-02-09,2002-05-16
1101,266100,16462,Confirmed Eruption,2,Observations: Reported,2002,12,23,2003,4,1,2002-12-23,2003-04-01
1102,266100,16463,Confirmed Eruption,3,Observations: Reported,2003,9,12,2003,9,12,2003-09-12,2003-09-12
1103,266100,20792,Confirmed Eruption,1,Observations: Reported,2011,2,22,2011,2,22,2011-02-22,2011-02-22
1104,266100,16453,Confirmed Eruption,2,Observations: Reported,1971,5,11,1971,10,26,1971-05-11,1971-10-26
1105,266100,16454,Confirmed Eruption,1,Observations: Reported,1973,9,15,1974,12,16,1973-09-15,1974-12-16
1106,266100,16455,Confirmed Eruption,2,Observations: Reported,1975,11,16,1980,7,2,1975-11-16,1980-07-02
1107,266100,16456,Uncertain Eruption,1,unknown,1984,6,5,1984,11,16,1984-06-05,1984-11-16
1108,266100,16457,Confirmed Eruption,2,Observations: Reported,1986,3,22,1987,5,13,1986-03-22,1987-05-13
1109,266100,16458,Confirmed Eruption,1,Observations: Reported,1988,4,21,1988,5,1,1988-04-21,1988-05-01
1110,266100,16452,Confirmed Eruption,2,Observations: Reported,1969,11,27,1970,12,26,1969-11-27,1970-12-26
1111,282090,22242,Confirmed Eruption,2,Observations: Reported,2017,10,11,2017,10,17,2017-10-11,2017-10-17
1112,282090,22257,Confirmed Eruption,3,Observations: Reported,2018,3,1,2018,6,27,2018-03-01,2018-06-27
1113,282090,20782,Confirmed Eruption,3,Observations: Reported,2011,1,19,2011,9,7,2011-01-19,2011-09-07
1114,282090,17160,Confirmed Eruption,1,Observations: Reported,1971,8,5,1971,8,5,1971-08-05,1971-08-05
1115,282090,17161,Confirmed Eruption,1,Observations: Reported,1979,2,16,1979,2,16,1979-02-16,1979-02-16
1116,282090,17162,Confirmed Eruption,1,Observations: Reported,1991,12,1,1992,4,19,1991-12-01,1992-04-19
1117,282090,17163,Confirmed Eruption,1,Observations: Reported,2008,8,22,2008,8,22,2008-08-22,2008-08-22
1118,282090,17164,Uncertain Eruption,1,Observations: Reported,2009,11,15,2009,11,15,2009-11-15,2009-11-15
1119,282090,17165,Confirmed Eruption,1,Observations: Reported,2010,3,30,2010,7,10,2010-03-30,2010-07-10
1120,282100,17182,Confirmed Eruption,2,Observations: Reported,1996,2,10,1996,5,1,1996-02-10,1996-05-01
1121,282100,17181,Confirmed Eruption,1,Observations: Reported,1990,11,17,1995,2,16,1990-11-17,1995-02-16
1122,282110,22174,Confirmed Eruption,3,Observations: Reported,2016,10,7,2016,11,12,2016-10-07,2016-11-12
1123,282110,17350,Confirmed Eruption,1,Observations: Reported,2005,4,14,2005,8,16,2005-04-14,2005-08-16
1124,282110,17351,Confirmed Eruption,1,Observations: Reported,2008,2,17,2008,2,17,2008-02-17,2008-02-17
1125,282110,20753,Confirmed Eruption,1,Observations: Reported,2011,5,15,2011,6,9,2011-05-15,2011-06-09
1126,282110,20935,Confirmed Eruption,1,Observations: Reported,2014,1,13,2014,2,19,2014-01-13,2014-02-19
1127,282110,20960,Confirmed Eruption,2,Observations: Reported,2014,8,30,2016,5,1,2014-08-30,2016-05-01
1128,282110,17345,Confirmed Eruption,2,Observations: Reported,1989,4,5,1991,2,9,1989-04-05,1991-02-09
1129,282110,22317,Confirmed Eruption,2,Observations: Reported,2019,4,16,2020,6,16,2019-04-16,2020-06-16
1130,282110,17346,Confirmed Eruption,2,Observations: Reported,1992,4,23,1993,6,10,1992-04-23,1993-06-10
1131,282110,17347,Confirmed Eruption,2,Observations: Reported,1994,5,2,1995,11,16,1994-05-02,1995-11-16
1132,282110,17348,Confirmed Eruption,1,Observations: Reported,2003,7,10,2003,7,14,2003-07-10,2003-07-14
1133,282110,17349,Confirmed Eruption,1,Observations: Reported,2004,1,14,2004,1,14,2004-01-14,2004-01-14
1134,282110,17339,Confirmed Eruption,2,Observations: Reported,1979,6,5,1980,3,8,1979-06-05,1980-03-08
1135,282110,17340,Confirmed Eruption,1,Observations: Reported,1980,9,24,1980,9,24,1980-09-24,1980-09-24
1136,282110,17341,Confirmed Eruption,1,Observations: Reported,1981,6,15,1981,6,15,1981-06-15,1981-06-15
1137,282110,17342,Confirmed Eruption,1,Observations: Reported,1983,7,16,1983,10,16,1983-07-16,1983-10-16
1138,282110,17343,Confirmed Eruption,1,Observations: Reported,1984,4,13,1985,6,24,1984-04-13,1985-06-24
1139,282110,17344,Confirmed Eruption,1,Observations: Reported,1988,5,26,1989,1,16,1988-05-26,1989-01-16
1140,282110,17335,Confirmed Eruption,2,Observations: Reported,1970,4,21,1972,9,16,1970-04-21,1972-09-16
1141,282110,17336,Confirmed Eruption,2,Observations: Reported,1973,1,16,1975,6,16,1973-01-16,1975-06-16
1142,282110,17337,Confirmed Eruption,1,Observations: Reported,1975,10,16,1976,1,13,1975-10-16,1976-01-13
1143,282110,17338,Confirmed Eruption,2,Observations: Reported,1977,4,11,1978,8,16,1977-04-11,1978-08-16
1144,282120,17365,Confirmed Eruption,1,Observations: Reported,1995,10,11,1996,3,24,1995-10-11,1996-03-24
